"Subscricao","Recurso","Tipo","GrupoRecursos","TagChave","TagValor"
"PLANAPP-nprd-sub001","vm-nprd-mgmt001","Microsoft.Compute/virtualMachines","pla-we-shared-mgmt-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-nprd-sub001","vm-nprd-mgmt001","Microsoft.Compute/virtualMachines","pla-we-shared-mgmt-rg001","Scope","Management"
"PLANAPP-nprd-sub001","VM-AI2-OSDisk-snap001-20230619T183323","Microsoft.Compute/snapshots","pla-we-poc-ai2-rg001","Scope","AI2"
"PLANAPP-nprd-sub001","VM-AI2-OSDisk-snap001-20230619T183323","Microsoft.Compute/snapshots","pla-we-poc-ai2-rg001","Environment","Temp"
"PLANAPP-nprd-sub001","VM-AI2-OSDisk-snap001-20230619T183323","Microsoft.Compute/snapshots","pla-we-poc-ai2-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-nprd-sub001","VM-AI2-OSDisk-snap001-20230619T183323","Microsoft.Compute/snapshots","pla-we-poc-ai2-rg001","Subscription","PlanAPP-AZURE-TEMP"
"PLANAPP-nprd-sub001","VM-AI2-OSDisk-snap001-20230620T010352","Microsoft.Compute/snapshots","pla-we-poc-ai2-rg001","Scope","PoC"
"PLANAPP-nprd-sub001","VM-AI2-OSDisk-snap001-20230620T010352","Microsoft.Compute/snapshots","pla-we-poc-ai2-rg001","Environment","NPrd"
"PLANAPP-nprd-sub001","VM-AI2-OSDisk-snap001-20230620T010352","Microsoft.Compute/snapshots","pla-we-poc-ai2-rg001","Project","AI2"
"PLANAPP-nprd-sub001","VM-AI2-OSDisk-snap001-20230620T010352","Microsoft.Compute/snapshots","pla-we-poc-ai2-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-nprd-sub001","VM-AI2-OSDisk-snap001-20230620T010352","Microsoft.Compute/snapshots","pla-we-poc-ai2-rg001","Subscription","PlanApp-nprd-sub001"
"PLANAPP-nprd-sub001","vm-nprd-mgmt001-nic001","Microsoft.Network/networkInterfaces","pla-we-shared-mgmt-rg001","Subscription","PlanApp-nprd-sub001"
"PLANAPP-nprd-sub001","vm-nprd-mgmt001-nic001","Microsoft.Network/networkInterfaces","pla-we-shared-mgmt-rg001","Environment","NPrd"
"PLANAPP-nprd-sub001","vm-nprd-mgmt001-nic001","Microsoft.Network/networkInterfaces","pla-we-shared-mgmt-rg001","Project","N.A."
"PLANAPP-nprd-sub001","vm-nprd-mgmt001-nic001","Microsoft.Network/networkInterfaces","pla-we-shared-mgmt-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-nprd-sub001","vm-nprd-mgmt001-nic001","Microsoft.Network/networkInterfaces","pla-we-shared-mgmt-rg001","Scope","Management"
"PLANAPP-nprd-sub001","shutdown-computevm-vm-nprd-mgmt001","Microsoft.DevTestLab/schedules","pla-we-shared-mgmt-rg001","environment","NPRD"
"PLANAPP-nprd-sub001","vm-poc-ai2001-OSDisk-Temp","Microsoft.Compute/disks","pla-we-poc-ai2-rg001","System.Collections.Hashtable",""
"PLANAPP-nprd-sub001","vm-poc-ai2001-OSDisk-Temp","Microsoft.Compute/disks","pla-we-poc-ai2-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","pla-we-nprd-shared-vnet001-rt001","Microsoft.Network/routeTables","pla-we-nprd-netsec-rg001","Subscription","PlanApp-nprd-sub001"
"PLANAPP-nprd-sub001","pla-we-nprd-shared-vnet001-rt001","Microsoft.Network/routeTables","pla-we-nprd-netsec-rg001","scope","Network and Security"
"PLANAPP-nprd-sub001","pla-we-nprd-shared-vnet001-rt001","Microsoft.Network/routeTables","pla-we-nprd-netsec-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-nprd-sub001","pla-we-nprd-shared-vnet001-rt001","Microsoft.Network/routeTables","pla-we-nprd-netsec-rg001","environment","NPrd"
"PLANAPP-nprd-sub001","pla-we-nprd-shared-vnet001-poc-ai2-snet001-rt001","Microsoft.Network/routeTables","pla-we-nprd-netsec-rg001","Subscription",""
"PLANAPP-nprd-sub001","pla-we-nprd-shared-vnet001-poc-ai2-snet001-rt001","Microsoft.Network/routeTables","pla-we-nprd-netsec-rg001","Scope","Network and Security"
"PLANAPP-nprd-sub001","pla-we-nprd-shared-vnet001-poc-ai2-snet001-rt001","Microsoft.Network/routeTables","pla-we-nprd-netsec-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-nprd-sub001","pla-we-nprd-shared-vnet001-poc-ai2-snet001-rt001","Microsoft.Network/routeTables","pla-we-nprd-netsec-rg001","Environment","NPrd"
"PLANAPP-nprd-sub001","vm-nprd-mgmt001/AzureNetworkWatcherExtension","Microsoft.Compute/virtualMachines/extensions","pla-we-shared-mgmt-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","vm-poc-ai2001","Microsoft.Compute/virtualMachines","pla-we-poc-ai2-rg001","Subscription","PlanApp-nprd-sub001"
"PLANAPP-nprd-sub001","vm-poc-ai2001","Microsoft.Compute/virtualMachines","pla-we-poc-ai2-rg001","Environment","NPrd"
"PLANAPP-nprd-sub001","vm-poc-ai2001","Microsoft.Compute/virtualMachines","pla-we-poc-ai2-rg001","Project","AI2"
"PLANAPP-nprd-sub001","vm-poc-ai2001","Microsoft.Compute/virtualMachines","pla-we-poc-ai2-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-nprd-sub001","vm-poc-ai2001","Microsoft.Compute/virtualMachines","pla-we-poc-ai2-rg001","Scope","PoC"
"PLANAPP-nprd-sub001","plawepocai2sa001","Microsoft.Storage/storageAccounts","pla-we-poc-ai2-rg001","Scope","PoC"
"PLANAPP-nprd-sub001","plawepocai2sa001","Microsoft.Storage/storageAccounts","pla-we-poc-ai2-rg001","Environment","NPrd"
"PLANAPP-nprd-sub001","plawepocai2sa001","Microsoft.Storage/storageAccounts","pla-we-poc-ai2-rg001","Project","AI2"
"PLANAPP-nprd-sub001","plawepocai2sa001","Microsoft.Storage/storageAccounts","pla-we-poc-ai2-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-nprd-sub001","plawepocai2sa001","Microsoft.Storage/storageAccounts","pla-we-poc-ai2-rg001","Subscription","PlanApp-nprd-sub001"
"PLANAPP-nprd-sub001","plawenprdlogssa001","Microsoft.Storage/storageAccounts","pla-we-shared-mgmt-rg001","Subscription","PlanApp-nprd-sub001"
"PLANAPP-nprd-sub001","plawenprdlogssa001","Microsoft.Storage/storageAccounts","pla-we-shared-mgmt-rg001","Environment","NPrd"
"PLANAPP-nprd-sub001","plawenprdlogssa001","Microsoft.Storage/storageAccounts","pla-we-shared-mgmt-rg001","Project","N.A."
"PLANAPP-nprd-sub001","plawenprdlogssa001","Microsoft.Storage/storageAccounts","pla-we-shared-mgmt-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-nprd-sub001","plawenprdlogssa001","Microsoft.Storage/storageAccounts","pla-we-shared-mgmt-rg001","Scope","Management"
"PLANAPP-nprd-sub001","vm-poc-ai2001-nic","Microsoft.Network/networkInterfaces","pla-we-poc-ai2-rg001","Subscription","PlanApp-nprd-sub001"
"PLANAPP-nprd-sub001","vm-poc-ai2001-nic","Microsoft.Network/networkInterfaces","pla-we-poc-ai2-rg001","Environment","NPrd"
"PLANAPP-nprd-sub001","vm-poc-ai2001-nic","Microsoft.Network/networkInterfaces","pla-we-poc-ai2-rg001","Project","AI2"
"PLANAPP-nprd-sub001","vm-poc-ai2001-nic","Microsoft.Network/networkInterfaces","pla-we-poc-ai2-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-nprd-sub001","vm-poc-ai2001-nic","Microsoft.Network/networkInterfaces","pla-we-poc-ai2-rg001","Scope","PoC"
"PLANAPP-nprd-sub001","privatelink.postgres.database.azure.com/privatelink.postgres.database.azure.com-dblink","Microsoft.Network/privateDnsZones/virtualNetworkLinks","pla-we-nprd-sites-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","vm-nprd-mediawikilab2050-001-key","Microsoft.Compute/sshPublicKeys","pla-we-shared-mediawikilab2050-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","shutdown-computevm-vm-np-GesDoc002","Microsoft.DevTestLab/schedules","pla-we-nprd-GesDoc-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","shutdown-computevm-vm-nprd-GesDoc001","Microsoft.DevTestLab/schedules","pla-we-nprd-GesDoc-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","shutdown-computevm-vm-poc-ai2001","Microsoft.DevTestLab/schedules","pla-we-poc-ai2-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","siail-pp-v2-mysql","Microsoft.DBforMySQL/flexibleServers","pla-we-nprd-sites-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","vm-poc-ai2001-OSDisk","Microsoft.Compute/disks","pla-we-poc-ai2-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","pla-we-nprd-netsec-kv001","Microsoft.KeyVault/vaults","pla-we-nprd-netsec-rg001","Subscription","PlanApp-nprd-sub001"
"PLANAPP-nprd-sub001","pla-we-nprd-netsec-kv001","Microsoft.KeyVault/vaults","pla-we-nprd-netsec-rg001","Environment","NPrd"
"PLANAPP-nprd-sub001","pla-we-nprd-netsec-kv001","Microsoft.KeyVault/vaults","pla-we-nprd-netsec-rg001","Project","N.A."
"PLANAPP-nprd-sub001","pla-we-nprd-netsec-kv001","Microsoft.KeyVault/vaults","pla-we-nprd-netsec-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-nprd-sub001","pla-we-nprd-netsec-kv001","Microsoft.KeyVault/vaults","pla-we-nprd-netsec-rg001","Scope","Network and Security"
"PLANAPP-nprd-sub001","siail-pp-v2","Microsoft.Web/sites","pla-we-nprd-sites-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","vm-nprd-gesdoc001993","Microsoft.Network/networkInterfaces","pla-we-nprd-GesDoc-rg001","Role","WebServer"
"PLANAPP-nprd-sub001","vm-nprd-gesdoc001993","Microsoft.Network/networkInterfaces","pla-we-nprd-GesDoc-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","vm-nprd-gesdoc001993-nsg","Microsoft.Network/networkSecurityGroups","pla-we-nprd-GesDoc-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","vm-nprd-mgmt001-OSDisk","Microsoft.Compute/disks","PLA-WE-SHARED-MGMT-RG001","Subscription","PlanApp-nprd-sub001"
"PLANAPP-nprd-sub001","vm-nprd-mgmt001-OSDisk","Microsoft.Compute/disks","PLA-WE-SHARED-MGMT-RG001","Environment","NPrd"
"PLANAPP-nprd-sub001","vm-nprd-mgmt001-OSDisk","Microsoft.Compute/disks","PLA-WE-SHARED-MGMT-RG001","Project","N.A."
"PLANAPP-nprd-sub001","vm-nprd-mgmt001-OSDisk","Microsoft.Compute/disks","PLA-WE-SHARED-MGMT-RG001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-nprd-sub001","vm-nprd-mgmt001-OSDisk","Microsoft.Compute/disks","PLA-WE-SHARED-MGMT-RG001","Scope","Management"
"PLANAPP-nprd-sub001","vm-prd-logs001-sshk001","Microsoft.Compute/sshPublicKeys","pla-we-poc-ai2-rg001","Subscription","PlanApp-nprd-sub001"
"PLANAPP-nprd-sub001","vm-prd-logs001-sshk001","Microsoft.Compute/sshPublicKeys","pla-we-poc-ai2-rg001","Environment","NPrd"
"PLANAPP-nprd-sub001","vm-prd-logs001-sshk001","Microsoft.Compute/sshPublicKeys","pla-we-poc-ai2-rg001","Project","AI2"
"PLANAPP-nprd-sub001","vm-prd-logs001-sshk001","Microsoft.Compute/sshPublicKeys","pla-we-poc-ai2-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-nprd-sub001","vm-prd-logs001-sshk001","Microsoft.Compute/sshPublicKeys","pla-we-poc-ai2-rg001","Scope","PoC"
"PLANAPP-nprd-sub001","ASP-plawenprdsitesrg001-a8ce","Microsoft.Web/serverFarms","pla-we-nprd-sites-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","NetworkWatcher_westeurope","Microsoft.Network/networkWatchers","NetworkWatcherRG","Subscription","NPrd"
"PLANAPP-nprd-sub001","vm-np-gesdoc002/ChangeTracking-Windows","Microsoft.Compute/virtualMachines/extensions","pla-we-nprd-GesDoc-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","vm-np-gesdoc002/AzureMonitorWindowsAgent","Microsoft.Compute/virtualMachines/extensions","pla-we-nprd-GesDoc-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","DefaultWorkspace-e00af217-2e9b-4bcc-a0f3-1f2225db4031-WEU","Microsoft.OperationalInsights/workspaces","DefaultResourceGroup-WEU","Subscription","NPrd"
"PLANAPP-nprd-sub001","insights-gesdoc-001","microsoft.insights/components","pla-we-nprd-GesDoc-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","vm-nprd-GesDoc001/ApplicationMonitoringWindows","Microsoft.Compute/virtualMachines/extensions","pla-we-nprd-GesDoc-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","Application Insights Smart Detection","microsoft.insights/actiongroups","pla-we-nprd-GesDoc-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","ai-datascience-lab_key","Microsoft.Compute/sshPublicKeys","pla-we-npr-ai-datascience-lab-001","Subscription","NPrd"
"PLANAPP-nprd-sub001","pla-we-nprd-datascience-vnet001","Microsoft.Network/virtualNetworks","pla-we-npr-ai-datascience-lab-001","Subscription","NPrd"
"PLANAPP-nprd-sub001","ai-datascience-lab-ip","Microsoft.Network/publicIPAddresses","pla-we-npr-ai-datascience-lab-001","Subscription","NPrd"
"PLANAPP-nprd-sub001","asp-chatPLANAPP","Microsoft.Web/serverFarms","pla-we-nprd-sites-rg001","ProjectType","aoai-your-data-service"
"PLANAPP-nprd-sub001","asp-chatPLANAPP","Microsoft.Web/serverFarms","pla-we-nprd-sites-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","chatPLANAPP","Microsoft.Web/sites","pla-we-nprd-sites-rg001","ProjectType","aoai-your-data-service"
"PLANAPP-nprd-sub001","chatPLANAPP","Microsoft.Web/sites","pla-we-nprd-sites-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","pla-we-dev-adse-app001","Microsoft.Web/staticSites","pla-we-dev-adse-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","pla-we-dev-adse-kv001","Microsoft.KeyVault/vaults","pla-we-dev-adse-rg001","departamento","dsi ambiente=dev projeto=adse"
"PLANAPP-nprd-sub001","pla-we-dev-adse-kv001","Microsoft.KeyVault/vaults","pla-we-dev-adse-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","pla-we-dev-adse-appi001","Microsoft.Insights/components","pla-we-dev-adse-rg001","departamento","dsi ambiente=dev projeto=adse"
"PLANAPP-nprd-sub001","pla-we-dev-adse-appi001","Microsoft.Insights/components","pla-we-dev-adse-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","managed-pla-we-dev-adse-appi001-ws","microsoft.operationalinsights/workspaces","ai_pla-we-dev-adse-appi001_7cd251b0-287e-429e-aa69-0b95f89b58a3_managed","departamento","dsi ambiente=dev projeto=adse"
"PLANAPP-nprd-sub001","managed-pla-we-dev-adse-appi001-ws","microsoft.operationalinsights/workspaces","ai_pla-we-dev-adse-appi001_7cd251b0-287e-429e-aa69-0b95f89b58a3_managed","Subscription","NPrd"
"PLANAPP-nprd-sub001","plawedevadsesa001","Microsoft.Storage/storageAccounts","pla-we-dev-adse-rg001","departamento","dsi ambiente=dev projeto=adse"
"PLANAPP-nprd-sub001","plawedevadsesa001","Microsoft.Storage/storageAccounts","pla-we-dev-adse-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","pla-we-dev-adse-psql001","Microsoft.DBforPostgreSQL/flexibleServers","pla-we-dev-adse-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","pla-we-dev-adse-law001","Microsoft.OperationalInsights/workspaces","pla-we-dev-adse-rg001","departamento","dsi ambiente=dev projeto=adse"
"PLANAPP-nprd-sub001","pla-we-dev-adse-law001","Microsoft.OperationalInsights/workspaces","pla-we-dev-adse-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","plaweadsecrdev001","Microsoft.ContainerRegistry/registries","pla-we-dev-adse-rg001","departamento","dsi ambiente=dev projeto=adse"
"PLANAPP-nprd-sub001","plaweadsecrdev001","Microsoft.ContainerRegistry/registries","pla-we-dev-adse-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","pla-we-dev-adse-redis001","Microsoft.Cache/Redis","pla-we-dev-adse-rg001","departamento","dsi"
"PLANAPP-nprd-sub001","pla-we-dev-adse-redis001","Microsoft.Cache/Redis","pla-we-dev-adse-rg001","ambiente","dev"
"PLANAPP-nprd-sub001","pla-we-dev-adse-redis001","Microsoft.Cache/Redis","pla-we-dev-adse-rg001","projeto","adse"
"PLANAPP-nprd-sub001","pla-we-dev-adse-redis001","Microsoft.Cache/Redis","pla-we-dev-adse-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","Failure Anomalies - pla-we-dev-adse-appi001","microsoft.alertsmanagement/smartDetectorAlertRules","pla-we-dev-adse-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","pla-we-nprd-nltr-appi001","Microsoft.Insights/components","pla-we-nprd-nltr-rg001","CostCenter","DSI Environment=nprd Project=Newsletter Owner=luis.santos@planapp.gov.pt Departamento=dsi"
"PLANAPP-nprd-sub001","pla-we-nprd-nltr-appi001","Microsoft.Insights/components","pla-we-nprd-nltr-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","managed-pla-we-nprd-nltr-appi001-ws","microsoft.operationalinsights/workspaces","ai_pla-we-nprd-nltr-appi001_e2ff2377-8a27-4330-b9ac-f9cb6ebedf18_managed","CostCenter","DSI Environment=nprd Project=Newsletter Owner=luis.santos@planapp.gov.pt Departamento=dsi"
"PLANAPP-nprd-sub001","managed-pla-we-nprd-nltr-appi001-ws","microsoft.operationalinsights/workspaces","ai_pla-we-nprd-nltr-appi001_e2ff2377-8a27-4330-b9ac-f9cb6ebedf18_managed","Subscription","NPrd"
"PLANAPP-nprd-sub001","pla-we-nprd-nltr-func001","Microsoft.Web/sites","pla-we-nprd-nltr-rg001","CostCenter","DSI Environment=nprd Project=Newsletter Owner=luis.santos@planapp.gov.pt Departamento=dsi"
"PLANAPP-nprd-sub001","pla-we-nprd-nltr-func001","Microsoft.Web/sites","pla-we-nprd-nltr-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","pla-we-nprd-nltr-acs001","Microsoft.Communication/CommunicationServices","pla-we-nprd-nltr-rg001","CostCenter","DSI Environment=nprd Project=Newsletter Owner=luis.santos@planapp.gov.pt Departamento=dsi"
"PLANAPP-nprd-sub001","pla-we-nprd-nltr-acs001","Microsoft.Communication/CommunicationServices","pla-we-nprd-nltr-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","plawenprdnltrsa001","Microsoft.Storage/storageAccounts","pla-we-nprd-nltr-rg001","Environment","nprd"
"PLANAPP-nprd-sub001","plawenprdnltrsa001","Microsoft.Storage/storageAccounts","pla-we-nprd-nltr-rg001","Project","Newsletter"
"PLANAPP-nprd-sub001","plawenprdnltrsa001","Microsoft.Storage/storageAccounts","pla-we-nprd-nltr-rg001","Owner","luis.santos@planapp.gov.pt"
"PLANAPP-nprd-sub001","plawenprdnltrsa001","Microsoft.Storage/storageAccounts","pla-we-nprd-nltr-rg001","CostCenter","DSI"
"PLANAPP-nprd-sub001","plawenprdnltrsa001","Microsoft.Storage/storageAccounts","pla-we-nprd-nltr-rg001","Departamento","dsi"
"PLANAPP-nprd-sub001","plawenprdnltrsa001","Microsoft.Storage/storageAccounts","pla-we-nprd-nltr-rg001","Servico","comunicacao"
"PLANAPP-nprd-sub001","plawenprdnltrsa001","Microsoft.Storage/storageAccounts","pla-we-nprd-nltr-rg001","Criticidade","medium"
"PLANAPP-nprd-sub001","plawenprdnltrsa001","Microsoft.Storage/storageAccounts","pla-we-nprd-nltr-rg001","Compliance","gdpr"
"PLANAPP-nprd-sub001","plawenprdnltrsa001","Microsoft.Storage/storageAccounts","pla-we-nprd-nltr-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","pla-we-nprd-nltr-kv001","Microsoft.KeyVault/vaults","pla-we-nprd-nltr-rg001","Environment","nprd"
"PLANAPP-nprd-sub001","pla-we-nprd-nltr-kv001","Microsoft.KeyVault/vaults","pla-we-nprd-nltr-rg001","Project","Newsletter"
"PLANAPP-nprd-sub001","pla-we-nprd-nltr-kv001","Microsoft.KeyVault/vaults","pla-we-nprd-nltr-rg001","Owner","luis.santos@planapp.gov.pt"
"PLANAPP-nprd-sub001","pla-we-nprd-nltr-kv001","Microsoft.KeyVault/vaults","pla-we-nprd-nltr-rg001","CostCenter","DSI"
"PLANAPP-nprd-sub001","pla-we-nprd-nltr-kv001","Microsoft.KeyVault/vaults","pla-we-nprd-nltr-rg001","Departamento","dsi"
"PLANAPP-nprd-sub001","pla-we-nprd-nltr-kv001","Microsoft.KeyVault/vaults","pla-we-nprd-nltr-rg001","Servico","comunicacao"
"PLANAPP-nprd-sub001","pla-we-nprd-nltr-kv001","Microsoft.KeyVault/vaults","pla-we-nprd-nltr-rg001","Criticidade","medium"
"PLANAPP-nprd-sub001","pla-we-nprd-nltr-kv001","Microsoft.KeyVault/vaults","pla-we-nprd-nltr-rg001","Compliance","gdpr"
"PLANAPP-nprd-sub001","pla-we-nprd-nltr-kv001","Microsoft.KeyVault/vaults","pla-we-nprd-nltr-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","Failure Anomalies - pla-we-nprd-nltr-appi001","microsoft.alertsmanagement/smartDetectorAlertRules","pla-we-nprd-nltr-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","pla-we-nprd-APIM-001-pla-we-nprd-nltr-appi001","microsoft.insights/webtests","pla-we-nprd-nltr-rg001","hidden-link:/subscriptions/e00af217-2e9b-4bcc-a0f3-1f2225db4031/resourceGroups/pla-we-nprd-nltr-rg001/providers/Microsoft.Insights/components/pla-we-nprd-nltr-appi001","Resource"
"PLANAPP-nprd-sub001","pla-we-nprd-APIM-001-pla-we-nprd-nltr-appi001","microsoft.insights/webtests","pla-we-nprd-nltr-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","NetworkWatcher_swedencentral","Microsoft.Network/networkWatchers","NetworkWatcherRG","Subscription","NPrd"
"PLANAPP-nprd-sub001","e2ff2377-8a27-4330-b9ac-f9cb6ebedf18-dashboard","Microsoft.Portal/dashboards","pla-we-nprd-nltr-rg001","hidden-title","pla-we-nprd-nltr-appi001 Dashboard"
"PLANAPP-nprd-sub001","e2ff2377-8a27-4330-b9ac-f9cb6ebedf18-dashboard","Microsoft.Portal/dashboards","pla-we-nprd-nltr-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","pla-sc-nprd-gsees-aoai001","Microsoft.CognitiveServices/accounts","pla-we-nprd-gsees-rg001","consumer","ministerio-educacao"
"PLANAPP-nprd-sub001","pla-sc-nprd-gsees-aoai001","Microsoft.CognitiveServices/accounts","pla-we-nprd-gsees-rg001","owner","planapp"
"PLANAPP-nprd-sub001","pla-sc-nprd-gsees-aoai001","Microsoft.CognitiveServices/accounts","pla-we-nprd-gsees-rg001","service","aoai-direct-external"
"PLANAPP-nprd-sub001","pla-sc-nprd-gsees-aoai001","Microsoft.CognitiveServices/accounts","pla-we-nprd-gsees-rg001","environment","nprd"
"PLANAPP-nprd-sub001","pla-sc-nprd-gsees-aoai001","Microsoft.CognitiveServices/accounts","pla-we-nprd-gsees-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","pla-we-dev-adse-cae002","Microsoft.App/managedEnvironments","pla-we-dev-adse-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","adse-survey-runtime-web2","Microsoft.App/containerApps","pla-we-dev-adse-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","adse-survey-runtime-worker2","Microsoft.App/containerApps","pla-we-dev-adse-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","pla-we-dev-adse-cae002/survey.planapp.gov.pt-pla-we-d-260505084000","Microsoft.App/managedEnvironments/managedCertificates","pla-we-dev-adse-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","pla-we-dev-adse-cae002/www.planapp.gov.pt-adse-survey","Microsoft.App/managedEnvironments/certificates","pla-we-dev-adse-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","7cd251b0-287e-429e-aa69-0b95f89b58a3-dashboard","Microsoft.Portal/dashboards","pla-we-dev-adse-rg001","hidden-title","pla-we-dev-adse-appi001 Dashboard"
"PLANAPP-nprd-sub001","7cd251b0-287e-429e-aa69-0b95f89b58a3-dashboard","Microsoft.Portal/dashboards","pla-we-dev-adse-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","pla-we-nprd-gps-identity","Microsoft.KeyVault/vaults","pla-we-nprd-inalab-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","pla-we-nprd-netsec-kv001-ssl-congresso-nprd","Microsoft.Web/certificates","pla-we-nprd-sites-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","vm-nprd-GesDoc001_OsDisk_1_e8e42e01d85c42cab55793e2b84ab60c","Microsoft.Compute/disks","PLA-WE-NPRD-GESDOC-RG001","Role","WebServer"
"PLANAPP-nprd-sub001","vm-nprd-GesDoc001_OsDisk_1_e8e42e01d85c42cab55793e2b84ab60c","Microsoft.Compute/disks","PLA-WE-NPRD-GESDOC-RG001","Subscription","NPrd"
"PLANAPP-nprd-sub001","privatelink.postgres.database.azure.com","Microsoft.Network/privateDnsZones","pla-we-nprd-sites-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","vm-nprd-GesDoc001","Microsoft.Compute/virtualMachines","pla-we-nprd-GesDoc-rg001","Role","WebServer"
"PLANAPP-nprd-sub001","vm-nprd-GesDoc001","Microsoft.Compute/virtualMachines","pla-we-nprd-GesDoc-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","datadisk-vm-nprd-GesDoc001","Microsoft.Compute/disks","pla-we-nprd-GesDoc-rg001","Role","WebServer"
"PLANAPP-nprd-sub001","datadisk-vm-nprd-GesDoc001","Microsoft.Compute/disks","pla-we-nprd-GesDoc-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","vm-np-gesdoc002463","Microsoft.Network/networkInterfaces","pla-we-nprd-GesDoc-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","privatelink.redis.cache.windows.net/privatelink.redis.cache.windows.net-applink","Microsoft.Network/privateDnsZones/virtualNetworkLinks","pla-we-nprd-sites-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","siailpp-certificate","Microsoft.CertificateRegistration/certificateOrders","pla-we-nprd-netsec-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","privatelink.redis.cache.windows.net","Microsoft.Network/privateDnsZones","pla-we-nprd-sites-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","vm-np-GesDoc002_DataDisk_0","Microsoft.Compute/disks","pla-we-nprd-GesDoc-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","vm-np-GesDoc002/SqlIaasExtension","Microsoft.Compute/virtualMachines/extensions","pla-we-nprd-GesDoc-rg001","Subscription","NPrd"
"PLANAPP-nprd-sub001","vm-np-GesDoc002","Microsoft.SqlVirtualMachine/SqlVirtualMachines","pla-we-nprd-GesDoc-rg001","Subscription","NPrd"
